,Unnamed: 0,Voltage Set,Current Set,Voltage Measured,Current Measured,key,Voltage Absolute Error,Voltage Percentage Error (%),Current Absolute Error,Current Percentage Error(%),Upper Error Boundary,Lower Error Boundary,Condition ?
187,187,14.0,2.0,13.9893155,2.0,4,0.0106844999999999,0.076317857142857,0.0,0.0,0.1535,-0.1535,False
188,188,14.5,2.0,14.4854642,2.0,4,0.0145358000000008,0.1002468965517301,0.0,0.0,0.15362499999999998,-0.15362499999999998,False
189,189,15.0,2.0,14.98795,2.0,4,0.0120500000000003,0.0803333333333355,0.0,0.0,0.15375,-0.15375,False
190,190,15.5,2.0,15.4933097,2.0,4,0.0066903000000007,0.0431632258064561,0.0,0.0,0.15387499999999998,-0.15387499999999998,False
191,191,16.0,2.0,15.9930304,2.0,4,0.0069695999999996,0.043559999999998,0.0,0.0,0.154,-0.154,False
192,192,16.5,2.0,16.4892835,2.0,4,0.0107165000000009,0.0649484848484903,0.0,0.0,0.15412499999999998,-0.15412499999999998,False
193,193,17.0,2.0,16.9929756,2.0,4,0.0070243999999988,0.041319999999993,0.0,0.0,0.15425,-0.15425,False
194,194,17.5,2.0,17.4874848,2.0,4,0.0125151999999992,0.0715154285714244,0.0,0.0,0.15437499999999998,-0.15437499999999998,False
195,195,18.0,2.0,17.9903802,2.0,4,0.0096197999999994,0.05344333333333,0.0,0.0,0.1545,-0.1545,False
196,196,18.5,2.0,18.4891465,2.0,4,0.0108534999999996,0.0586675675675655,0.0,0.0,0.15462499999999998,-0.15462499999999998,False
197,197,19.0,2.0,18.9898858,2.0,4,0.0101142000000002,0.0532326315789489,0.0,0.0,0.15475,-0.15475,False
198,198,19.5,2.0,19.4926247,2.0,4,0.0073752999999996,0.0378220512820494,0.0,0.0,0.15487499999999998,-0.15487499999999998,False
199,199,20.0,2.0,19.9906067,2.0,4,0.0093932999999992,0.0469664999999963,0.0,0.0,0.155,-0.155,False
